# G2043631.mdx  size=369,503 B  records=6562
0x00000864	iocp0
0x0000f82b	did_ee06_subfield_14_data_def
0x0000f857	did_EE06_subfield_14
0x0000f86d	Data14
0x0000f893	did_ee06_subfield_15_data_def
0x0000f8bf	did_EE06_subfield_15
0x0000f8d5	Data15
0x0000f8fb	did_ee06_subfield_16_data_def
0x0000f927	did_EE06_subfield_16
0x0000f93d	Data16
0x0000f963	did_ee06_subfield_17_data_def
0x0000f98f	did_EE06_subfield_17
0x0000f9a5	Data17
0x0000f9cb	did_ee06_subfield_18_data_def
0x0000f9f7	did_EE06_subfield_18
0x0000fa0d	Data18
0x0000fa33	did_ee06_subfield_19_data_def
0x0000fa5f	did_EE06_subfield_19
0x0000fa75	Data19
0x0000fa9b	did_ee06_subfield_20_data_def
0x0000fac7	did_EE06_subfield_20
0x0000fadd	Data20
0x0000fb03	did_ee06_subfield_21_data_def
0x0000fb2f	did_EE06_subfield_21
0x0000fb45	Data21
0x0000fb55	did_EE06
0x0000fb5f	Data Set 0
0x0000fbfc	did_ee07_subfield_1_data_def
0x0000fc27	did_EE07_subfield_1
0x0000fc3c	Heater Supply Voltage
0x0000fc5b	did_EE07
0x0000fc65	Heater Supply Voltage
0x0000fcd7	did_ee08_subfield_1_data_def
0x0000fd02	did_EE08_subfield_1
0x0000fd17	Heater Ground Diag Digits
0x0000fd3a	did_EE08
0x0000fd44	Heater Ground Diag Digits
0x0000fdef	did_f110_subfield_1_data_def
0x0000fe1a	did_F110_subfield_1
0x0000fe2f	Subsystem Specific Diagnostic Specification Part Number
0x0000fe70	did_F110
0x0000fe7a	Subsystem Specific Diagnostic Specification Part Number
0x0000ff21	did_f111_subfield_1_data_def
0x0000ff4c	did_F111_subfield_1
0x0000ff61	ECU Core Assembly Number
0x0000ff83	did_F111
0x0000ff8d	ECU Core Assembly Number
0x00010015	did_f113_subfield_1_data_def
0x00010040	did_F113_subfield_1
0x00010055	ECU Delivery Assembly Number
0x0001007b	did_F113
0x00010085	ECU Delivery Assembly Number
0x0001010d	did_f129_subfield_1_data_def
0x00010138	did_F129_subfield_1
0x0001014d	Private Sub Node #1 Part Number
0x00010176	did_F129
0x00010180	Private Sub Node #1 Part Number
0x0001020b	did_f12a_subfield_1_data_def
0x00010236	did_F12A_subfield_1
0x0001024b	Private Sub Node #2 Part Number
0x00010274	did_F12A
0x0001027e	Private Sub Node #2 Part Number
0x00010301	Vector
0x00010309	did_f15f_subfield_1_data_def_enum_1
0x0001033b	did_f15f_subfield_1_data_def
0x00010366	did_F15F_subfield_1
0x0001037b	NOS Generation Tool Supplier
0x000103b7	did_f15f_subfield_2_data_def
0x000103e2	did_F15F_subfield_2
0x000103f7	NOS Generation Tool Version Number
0x00010423	did_F15F
0x0001042d	NOS Generation Tool Version Number
0x000104af	SWDL 31808456 Issue P01
0x000104c8	did_f162_subfield_1_data_def_enum_1
0x000104f7	SWDL 31808456 Issue 001
0x00010510	did_f162_subfield_1_data_def_enum_2
0x0001053f	SWDL 31808456 Issue 002
0x00010558	did_f162_subfield_1_data_def_enum_3
0x00010587	SWDL 31808456 Issue 003
0x000105a0	did_f162_subfield_1_data_def_enum_4
0x000105cf	SWDL 31808456 Issue 004
0x000105e8	did_f162_subfield_1_data_def_enum_5
0x00010617	SWDL 31808456 Issue 005
0x00010630	did_f162_subfield_1_data_def_enum_6
0x0001065f	SWDL 00.06.15.002-006
0x00010676	did_f162_subfield_1_data_def_enum_7
0x000106a5	SWDL 00.06.15.002-007
0x000106bc	did_f162_subfield_1_data_def_enum_8
0x000106ee	did_f162_subfield_1_data_def
0x00010719	did_F162_subfield_1
0x0001072e	Software Download Specification Version
0x0001075f	did_F162
0x00010769	Software Download Specification Version
0x000107f4	GGDS 31810161 Issue 001
0x0001080d	did_f163_subfield_1_data_def_enum_1
0x0001083c	GGDS 31810161 Issue 002
0x00010855	did_f163_subfield_1_data_def_enum_2
0x00010884	GGDS 31810161 Issue 003
0x0001089d	did_f163_subfield_1_data_def_enum_3
0x000108cc	GGDS 00.06.15.001-004
0x000108e3	did_f163_subfield_1_data_def_enum_4
0x00010912	GGDS 00.06.15.001-005
0x00010929	did_f163_subfield_1_data_def_enum_5
0x0001095b	did_f163_subfield_1_data_def
0x00010986	did_F163_subfield_1
0x0001099b	Diagnostic Specification Version
0x000109c5	did_F163
0x000109cf	Diagnostic Specification Version
0x00010a59	did_f166_subfield_1_data_def
0x00010a84	did_F166_subfield_1
0x00010a99	Year
0x00010aca	did_f166_subfield_2_data_def
0x00010af5	did_F166_subfield_2
0x00010b0a	Month
0x00010b3c	did_f166_subfield_3_data_def
0x00010b67	did_F166_subfield_3
0x00010b7c	Day
0x00010bac	did_f166_subfield_4_data_def
0x00010bd7	did_F166_subfield_4
0x00010bec	Release Version
0x00010c05	did_F166
0x00010c0f	NOS Message Database #1 Version Number
0x00010c9b	did_f17c_subfield_1_data_def_enum_1
0x00010ccd	did_f17c_subfield_1_data_def
0x00010cf8	did_F17C_subfield_1
0x00010d0d	NOS Bootloader Generation Tool Supplier
0x00010d54	did_f17c_subfield_2_data_def
0x00010d7f	did_F17C_subfield_2
0x00010d94	NOS Bootloader Generation Tool Version Number
0x00010dcb	did_F17C
0x00010dd5	NOS Bootloader Generation Tool Version Number
0x00010e95	did_f180_subfield_1_data_def
0x00010ec0	did_F180_subfield_1
0x00010ed5	Number Of Modules (ISO14229 compatibility - always set to 01h)
0x00010f42	did_f180_subfield_2_data_def
0x00010f6d	did_F180_subfield_2
0x00010f82	Boot Software Identifcation Data (Part no. of the bootloader)
0x00010fc9	did_F180
0x00010fd3	Boot Software Identification
0x0001105b	did_f188_subfield_1_data_def
0x00011086	did_F188_subfield_1
0x0001109b	Vehicle Manufacturer ECU Software Number
0x000110cd	did_F188
0x000110d7	Vehicle Manufacturer ECU Software Number
0x0001116d	did_f18c_subfield_1_data_def
0x00011198	did_F18C_subfield_1
0x000111ad	ECU Serial Number
0x000111c8	did_F18C
0x000111d2	ECU Serial Number
0x00011230	did_F200
0x0001123a	DynamicPeriodicDidNo0
0x0001129c	did_F201
0x000112a6	DynamicPeriodicDidNo1
0x00011308	did_F202
0x00011312	DynamicPeriodicDidNo2
0x00011374	did_F203
0x0001137e	DynamicPeriodicDidNo3
0x000113e0	did_F204
0x000113ea	DynamicPeriodicDidNo4
0x0001146c	edr_02_record_0_subfield_0_data_def
0x0001149e	edr_02_record_0_subfield_0
0x000115a5	edr_02
0x000115ad	Operation cycle counter #2
0x00011625	edr_10_record_1_subfield_0_data_def
0x00011657	edr_10_record_1_subfield_0
0x0001174e	edr_10
0x00011756	DTC Fault Detection Counter
0x00011788	General Electrical Failure
0x000117a4	ftb_01
0x000117b5	General Signal Failure
0x000117cd	ftb_02
0x000117de	Bus Signal / Message Failure
0x000117fc	ftb_08
0x0001180d	Internal Electronic Failure
0x0001182a	ftb_49
0x0001183b	Not Configured
0x0001184b	ftb_55
0x0001185c	Component or System Operating Conditions
0x00011886	ftb_9A
0x00011897	System Internal Failure
0x000118b0	ftb_04
0x000118c1	Data Memory Failure
0x000118d6	ftb_44
0x000118e7	Program Memory Failure
0x000118ff	ftb_45
0x00011910	Calibration / Parameter Memory Failure
0x00011938	ftb_46
0x00011949	Component Internal Failure
0x00011965	ftb_96
0x00011976	Stuck On
0x00011980	ftb_9E
0x00011991	Circuit Short To Ground
0x000119aa	ftb_11
0x000119bb	Circuit Open
0x000119c9	ftb_13
0x000119da	Missing Message
0x000119eb	ftb_87
0x000119fc	No Sub Type Information
0x00011a15	ftb_00
0x00011a26	Signal Invalid
0x00011a36	ftb_29
0x00011a47	System Voltage Low
0x00011a5b	ftb_A2
0x00011a6c	System Voltage High
0x00011a81	ftb_A3
0x00011a9c	op_cycle_1
0x00011abd	The first time since DTC information was cleared or the DTC was aged that DTC status bit 3 (confirmedDTC) is set to 1.
0x00011b35	snapshot_10
0x00011c79	DTC will be logged.
0x00011c8e	Rain sensor wiping does not work or intermittently work.
0x00011d50	Once every 50 ms.
0x00011d92	C2.2 LIN
0x00011d9c	dtc_90AD_fi_0
0x00011e21	Rain sensor wiping does not work or intermittently not work.
0x00011e5f	Fail: LIN signal RSMInput_Status == "Yes". Pass: LIN signal RSMInput_Status != "Yes"
0x00011ef1	dtc_90AD_fi_1
0x00011f76	Rain sensor wiping does not work or intermittently not work.
0x00012083	dtc_90AD_fi_2
0x00012108	Rain sensor wiping does not work or intermittently not work.
0x00012146	Fail: LIN signal RSMECU_Output_Status == "ECU Fault". Pass: LIN signal RSMECU_Output_Status != "ECU Fault"
0x000121ee	dtc_90AD_fi_3
0x0001226d	DTC will be logged
0x00012281	Rain sensor wiping does not work.
0x000122a4	Fail: LIN signal RSMConfig_Status == "Not Configured". Pass: LIN signal RSMConfig_Status != "Not Configured"
0x0001234e	dtc_90AD_fi_4
0x00012467	Every time message is received.
0x000124bd	dtc_90AD_fi_5
0x000124d1	Rain Sensor
0x000124de	dtc_90AD
0x00012563	Restart is performed, DTC is set, CCS is dropped.
0x00012596	SCCM will drop CCS functionality.
0x000125b9	Fail: At least one system fault occurs. Pass: No system fault occurs.
0x00012601	At start up of SCCM and cyclically for some faults.
0x00012666	dtc_912B_fi_0
0x000126e5	DTC will be set and DID that contains the corrupt data will not return expected value.
0x0001273d	DID is logged. DID that contains corrupt data, returns negative response.
0x00012814	Once every 10 ms.
0x00012857	dtc_912B_fi_1
0x0001296d	ECU application is not started.
0x00012a70	dtc_912B_fi_2
0x00012aef	Default configuration will be taken.
0x00012bb2	Fail: At least one of the configuration shadows is corrupt. Pass: All configuration shadows are ok.
0x00012c4e	dtc_912B_fi_3
0x00012ccd	DTC is logged.
0x00012cdd	SCCM will drop HSW functionality.
0x00012d00	Fail: At least one electronic component has a failure. Pass: Module works properly.
0x00012d56	Once every 40 ms.
0x00012d99	dtc_912B_fi_4
0x00012dad	Steering Wheel Module
0x00012dc4	dtc_912B
0x00012e4f	Wiping will only work in FAST wiping position.
0x00012f44	dtc_9131_fi_0
0x00012fc9	Wiping will only work in FAST position.
0x00012ff2	Fail: LIN signal SFWMECU_Input_Status == "Yes". Pass: LIN signal SFWMECU_Input_Status != "Yes".
0x0001308f	dtc_9131_fi_1
0x00013114	Wiping is not working.
0x000131fd	dtc_9131_fi_2
0x00013282	Wiping will work only in FAST wiping position.
0x000132b2	Fail: LIN signal SFWMECU_Output_Status == "ECU Fault". Pass: LIN signal SFWMECU_Output_Status != "ECU Fault".
0x0001335d	dtc_9131_fi_3
0x000133e2	Wiping will only work in the FAST wiping position.
0x00013416	Fail: LIN signal SFWMConfig_Status == "Not Configured". Pass: LIN signal SFWMConfig_Status != "Not Configured".
0x000134c3	dtc_9131_fi_4
0x00013548	Wiping will work only in the FAST wiping position.
0x00013647	dtc_9131_fi_5
0x0001365b	Wiper motor module
0x0001366f	dtc_9131
0x000136f4	Corresponding CAN outputs will be set to "Not pressed".
0x00013813	Fail: Invalid signal has been detected fo at least 500ms. Pass: Signals are ok.
0x00013865	Once every 500ms.
0x000138a7	Carrier.B.4; Carrier.B.5
0x000138c1	dtc_924C_fi_0
0x00013940	Corresponding CAN output signals are set to "OFF".
0x00013974	Turn Indicator will be switched off (CAN output will not be updated until fault state is not active any more).
0x000139e4	Fail: Input signal has not changed for at least 2 min. Pass: Stalk switch released for at least 40ms.
0x00013a4c	Once every 2 min.
0x00013a94	dtc_924C_fi_1
0x00013aa8	Turn Indicator Stalk Switch Pack
0x00013aca	dtc_924C
0x00013b4f	Set LIN output signals to "OFF".
0x00013b71	Wiper will be switched off. (LIN output will not be updated until fault state is not active any more).
0x00013bd9	Voltage at connector pin is <= 0.005252V
0x00013c39	Carrier.C.4; Carrier.C.5
0x00013c53	dtc_924E_fi_0
0x00013cd8	Wiper will be switched off. (LIN output will not be updated until fault state is not active any more).
0x00013d40	Voltage at connector pins is >=4.89999V
0x00013da5	dtc_924E_fi_1
0x00013e2a	Wiper will be switched off. (LIN output will not be updated until fault state is not active any more).
0x00013fa5	Carrier.C.10
0x00013fb3	dtc_924E_fi_2
0x00014038	Wiper will be switched off. (LIN output will not be updated until fault state is not active any more).
0x000140a0	Fail: Measured voltage at a connector pin is our of range.
0x00014118	dtc_924E_fi_3
0x0001419d	Wiper will be switched off. (LIN output will not be updated until fault state is not active any more).
0x00014205	Input signal at at least one of the connector pins has not changed for at least 2 minutes.
0x00014297	Carrier.C.2; Carrier.C.8; Carrier.C.9
0x000142be	dtc_924E_fi_4
0x000142d2	Wiper Stalk Switch Pack
0x000142eb	dtc_924E
0x00014370	HSW is switched off for whole ignition cycle.
0x0001439f	Heated steering wheel will not be heated up any more.
0x000143d6	Fail: Measured heater current is >= 12A. Pass: Measured heater current is <= 11A.
0x0001442a	Once every 400ms for setting and 100ms for clearing
0x0001448e	D1; D3
0x00014496	dtc_935C_fi_0
0x00014515	HSW is switched off.
0x0001452b	Heated steering wheel will not be heated up any more.
0x00014562	Fail: Measured heater current is <= 0.0425A. Pass: Measured heater current is >= 0.0425A
0x000145bd	Once every 500ms for setting and 500ms for clearing
0x00014627	dtc_935C_fi_1
0x0001463b	Heater Element
0x0001464b	dtc_935C
0x000146d0	Corresponding CAN signals are set to "Not pressed".
0x00014705	Steering Wheel Left Switch Pack is deactivated in "unpressed" state.
0x0001474b	Fail: Voltage is ~0V at at least one of the connector pins. Pass: Voltage is > 0V at both connector pins.
0x000147ec	C3.7; C3.8; C3.9; C3.10
0x00014805	dtc_937F_fi_0
0x00014884	Corresponding CAN signals are set to "Not pressed".
0x000148b9	Steering Wheel Left Switch Pack is deactivated in "unpressed" state.
0x000148ff	Fail: Voltage is >= 4.9V at at least one of the connector pins. Pass: Voltage is < 4.9V at both connector pins.
0x000149ac	dtc_937F_fi_1
0x00014a2b	Corresponding CAN signals are set to "Not pressed".
0x00014a60	Steering Wheel Left Switch Pack is deactivated in "unpressed" state.
0x00014aa6	Fail: Measured voltage is out of range for at least 40ms. Pass: Measured Trip switch voltage is valid for at least 40ms.
0x00014b5c	dtc_937F_fi_2
0x00014bdb	CAN output signals will be set to "Not pressed".
0x00014c0d	Steering Wheel Left Switch Pack is deactivated in "unpressed" state.
0x00014c53	Fail: A/D value for Steering Wheel Left Switch Pack hasn't changed for 2 min. Pass: Buttons released for 10 s.
0x00014cff	dtc_937F_fi_3
0x00014d13	Steering Wheel Left Switch Pack
0x00014d34	dtc_937F
0x00014db9	CAN signals are set to "Init" and "Inactive".
0x00014de8	Steering Wheel Right Switch Pack is deactivated in "unpressed" state.
0x00014e2f	Fail: Voltage is ~0V at at least one of the connector pins. Pass: Voltage is > 0V at both connector pins.
0x00014ed0	C3.11; C3.12; C3.13; C3.14
0x00014eec	dtc_9380_fi_0
0x00014f6b	CAN signals are set to "Init" and "Inactive".
0x00014f9a	Steering Wheel Right Switch Pack is deactivated in "unpressed" state.
0x00014fe1	Fail: Voltage is >= 4.9V at at least one of the connector pins. Pass: Voltage is < 4.9V at both connector pins.
0x0001508e	dtc_9380_fi_1
0x0001510d	CAN signals are set to "Init" and "Inactive".
0x0001513c	Steering Wheel Right Switch Pack is deactivated in "unpressed" state.
0x00015257	dtc_9380_fi_2
0x000152d6	CAN signals are set to "Init" and "Inactive".
0x00015305	Steering Wheel Right Switch Pack is deactivated in "unpressed" state.
0x0001534c	Fail: A/D value for Steering Wheel Right Switch Pack hasn't changed for 2 min. Pass: Button released for 10 s.
0x000153f8	dtc_9380_fi_3
0x0001540c	Steering Wheel Right Switch Pack
0x0001542e	dtc_9380
0x000154b3	DTC is set.
0x000154c0	Lane Keeping Aid System will be deactivated.
0x000155b7	Carrier.B.5
0x000155c4	dtc_9385_fi_0
0x000155d8	Lane Keeping Aid System
0x000155f1	dtc_9385
0x00015676	Tilt/Tele output will be set to "Not Pressed"
0x000156a5	See Function Specification for this node.
0x000156d0	Fail: Voltage is ~0V at connector pin. Pass: Voltage is > 0V at connector pin.
0x00015757	dtc_9C36_fi_0
0x000157d6	Tilt/Tele output will be set to "Not Pressed"
0x00015805	See Function Specification for this node.
0x00015830	Fail: Voltage is > 4.86V at connector pin. Pass: Voltage is < 4.86V at connector pin.
0x000158be	dtc_9C36_fi_1
0x0001593d	DTC will be set
0x0001594e	See Function Specification for this node.
0x00015a93	dtc_9C36_fi_2
0x00015b12	Tilt/Tele output will be set to "Not Pressed"
0x00015b41	See Function Specification for this node.
0x00015b6c	Fail: Tilt/Tele voltage is out of range. Pass: Tilt/Tele voltage is valid.
0x00015bef	dtc_9C36_fi_3
0x00015c6e	Tilt/Tele output will be set to "Not Pressed"
0x00015c9d	See Function Specification for this node.
0x00015cc8	Fail: Tilt/Tele input has been active for at least 2 min. Pass: Tilt/Tele switch released for at least 10s.
0x00015d6c	dtc_9C36_fi_4
0x00015d80	Steering Column Adjust Switch
0x00015d9f	dtc_9C36
0x00015e2a	No communication with Steering Angle sensor Module
0x00015e5e	Fail if: - Message 0x8B is not received for > 5s Pass: All messages received correctly
0x00015eb7	Once every 5s for setting and 5ms for clearing.
0x00015f18	dtc_C126_fi_0
0x00015f2c	Lost Communication With Steering Angle Sensor Module
0x00015f62	dtc_C126
0x00015fe7	Ignition status is set to "OFF"; "HeadLghtHiPrmsn_D_Stat" signal is set to 0x0.
0x00016038	AutoHighBeam is deactivated.
0x0001613a	Once every 5s for setting and 5ms for clearing.
0x0001619a	C2.4; C2.5 CAN
0x000161aa	dtc_C140_fi_0
0x000161be	Lost Communication With Body Control Module
0x000161eb	dtc_C140
0x00016274	Infotainment switches are not working, turn indicator is not working, cluster switches are not working.
0x00016381	Once every 5s for setting and 5ms for clearing.
0x000163e7	dtc_C146_fi_0
0x000163fb	Lost Communication With Serial Data Gateway "A"
0x0001642c	dtc_C146
0x000164b5	Cluster switches are not working.
0x000165ab	Once every 5s for setting and 5ms for clearing.
0x00016611	dtc_C155_fi_0
0x00016625	Lost Communication With Instrument Panel Cluster (IPC) Control Module
0x0001666c	dtc_C155
0x00016776	No Communication with SIMA Module.
0x00016846	Once every 5s for setting and 5ms for clearing.
0x000168ac	dtc_C1B7_fi_0
0x000168c0	Lost Communication with Switch Input Module "A"
0x000168f1	dtc_C1B7
0x00016976	"AhbHiBeam_D_Rq" signal is set to 0x0.
0x0001699e	AHB is deactivated. LaneKeepingAid is not working.
0x00016a76	Once every 5s for setting and 5ms for clearing.
0x00016adc	dtc_C23A_fi_0
0x00016af0	Lost Communication With Image Processing Module A
0x00016b23	dtc_C23A
0x00016ba8	"AhbStatGfhbFdbk_D_Actl" signal is set to 0x00; "AhbHiBeam_D_Rq" is set to 0x0
0x00016bf8	AHB is deactivated.
0x00016ccd	Once every 1s for setting and 5ms for clearing.
0x00016d33	dtc_C241_fi_0
0x00016d47	Lost Communication With Headlamp Control Module "A"
0x00016d7c	dtc_C241
0x00016e01	Ignition Status signal is set to 0x0.
0x00016e28	AHB is deactivated. TurnIndicator is not working.
0x00016f13	Once every 5s for setting and 5ms for clearing.
0x00016f79	dtc_C422_fi_0
0x00016f8d	Invalid Data Received From Body Control Module
0x00016fbd	dtc_C422
0x000170fe	Once every 5s for setting and 5ms for clearing.
0x00017164	dtc_C53B_fi_0
0x00017178	Invalid Data Received From Image Processing Module A
0x000171ae	dtc_C53B
0x00017239	Initial configuration is active.
0x0001725b	Module configuration hasn't been written yet.
0x0001728b	Once every 40 ms
0x000172cd	dtc_E100_fi_0
0x000172e1	Initial Configuration Not Complete
0x00017305	dtc_E100
0x00017390	DTC is set
0x00017516	Once every 5s for setting and 5ms for clearing.
0x0001757c	dtc_E101_fi_0
0x00017590	Control Module Configuration Incompatible
0x000175bb	dtc_E101
0x00017640	HSW will be switched off for whole ignition cycle.
0x00017674	Heated steering wheel will not heat up any more for current ignition cycle.
0x00017756	Once every 5s for setting and 5ms for clearing.
0x000177b6	D2; D4
0x000177be	dtc_E10A_fi_0
0x0001783d	HSW will be switched off for whole ignition cycle.
0x00017871	Heated steering wheel will not heat up any more for current ignition cycle.
0x000178be	Fail: Voltage at temperature sensor connectors is >= 4.986V. Pass: Voltage temperature is <= 4.986V and new ignition cycle.
0x0001793c	Once every 100ms for setting and 100 ms for clearing.
0x000179a8	dtc_E10A_fi_1
0x00017a27	Heated Steering Wheel drops functionality for whole ignition cycle.
0x00017a6c	Heated steering wheel will not heat up any more for current ignition cycle.
0x00017b62	Once every 5min for setting and 5ms for clearing.
0x00017bca	dtc_E10A_fi_2
0x00017bde	Temperature Sensor
0x00017bf2	dtc_E10A
0x00017c77	Default configuration will be used.
0x00017ca2	Fail: Module configuration data is corrupted.
0x00017d08	dtc_E200_fi_0
0x00017d1c	Control Module Configuration Memory Corrupt
0x00017d49	dtc_E200
0x00017dce	No DTC logging any more.
0x00017de8	Module is not fully operable
0x00017e06	Voltage at connector pin < 10V.
0x00017e5d	C2.1 PWR KL30
0x00017e6c	dtc_F003_fi_0
0x00017ef1	Module is not fully operable.
0x00017f10	Voltage at connector pin > 15.5V.
0x00017f6f	dtc_F003_fi_1
0x00017f83	Battery Voltage
0x00017f94	dtc_F003
0x00017ff1	service_23_p4_max_00
0x00018077	service_23
0x00018083	ReadMemoryByAddress
0x000180ad	mem_00
0x000180b5	Register
0x000180fb	mem_01
0x00018103	RAM
0x00018150	mem_02
0x00018158	Data Flash
0x0001818e	mem_03
0x00018196	Strategy
0x00018201	Type 2
0x00018209	routine_0202_results_resp_param__param_0_resp_sub_item_bit_1_data_def_enum_1
0x00018264	routine_0202_results_resp_param__param_0_resp_sub_item_bit_1_data_def
0x000182b8	routine_0202_results_resp_param__param_0_resp_sub_item_bit_1
0x000182f6	RoutineType
0x00018328	completed
0x00018333	routine_0202_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_1
0x0001838b	aborted
0x00018394	routine_0202_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_2
0x000183ec	active
0x000183f4	routine_0202_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_3
0x0001844f	routine_0202_results_resp_param__param_0_resp_sub_item_bit_2_data_def
0x000184a3	routine_0202_results_resp_param__param_0_resp_sub_item_bit_2
0x000184e1	RoutineStatus
0x000184f9	RoutineInfo
0x00018538	routine_0202_results_resp_param__param_1_resp_sub_item_bit_1_data_def
0x0001858c	routine_0202_results_resp_param__param_1_resp_sub_item_bit_1
0x000185ca	On-Demand DTCs
0x000185e5	Response Additional Data
0x0001864d	routine_0202_param_1_start_resp_1_routinetype_resp_data_def_enum_1
0x0001869e	routine_0202_param_1_start_resp_1_routinetype_resp_data_def
0x000186e8	routine_0202_param_1_start_resp_1_subfield_1
0x00018716	RoutineType
0x0001874e	routine_0202_param_1_start_resp_1_routinestatus_resp_data_def_enum_1
0x000187a4	routine_0202_param_1_start_resp_1_routinestatus_resp_data_def_enum_2
0x000187fa	routine_0202_param_1_start_resp_1_routinestatus_resp_data_def_enum_3
0x0001884d	routine_0202_param_1_start_resp_1_routinestatus_resp_data_def
0x00018899	routine_0202_param_1_start_resp_1_subfield_2
0x000188c7	RoutineStatus
0x00018900	routine_0202
0x0001890e	On-Demand Self-Test
0x0001898f	Type 1
0x00018997	routine_020b_param_1_start_resp_1_routinetype_resp_data_def_enum_1
0x000189e8	routine_020b_param_1_start_resp_1_routinetype_resp_data_def
0x00018a32	routine_020B_param_1_start_resp_1_subfield_1
0x00018a60	RoutineType
0x00018a98	routine_020b_param_1_start_resp_1_routinestatus_resp_data_def_enum_1
0x00018aeb	routine_020b_param_1_start_resp_1_routinestatus_resp_data_def
0x00018b37	routine_020B_param_1_start_resp_1_subfield_2
0x00018b65	RoutineStatus
0x00018b9e	routine_020B
0x00018bac	Restore Initial ECU Configuration To Not Complete State
0x00018c47	routine_routine_0301_start_req_1_subfield_1_bit_0_req_data_def
0x00018c94	routine_routine_0301_start_req_1_subfield_1
0x00018cc1	Memory Address
0x00018cda	Request Additional Data
0x00018d35	routine_0301_param_1_start_resp_1_routinetype_resp_data_def_enum_1
0x00018d86	routine_0301_param_1_start_resp_1_routinetype_resp_data_def
0x00018dd0	routine_0301_param_1_start_resp_1_subfield_1
0x00018dfe	RoutineType
0x00018e36	routine_0301_param_1_start_resp_1_routinestatus_resp_data_def_enum_1
0x00018e89	routine_0301_param_1_start_resp_1_routinestatus_resp_data_def
0x00018ed5	routine_0301_param_1_start_resp_1_subfield_2
0x00018f03	RoutineStatus
0x00018f3c	routine_0301
0x00018f4a	Activate Secondary Boot-loader
0x00018fda	routine_0304_param_1_start_resp_1_routinetype_resp_data_def_enum_1
0x0001902b	routine_0304_param_1_start_resp_1_routinetype_resp_data_def
0x00019075	routine_0304_param_1_start_resp_1_subfield_1
0x000190a3	RoutineType
0x000190db	routine_0304_param_1_start_resp_1_routinestatus_resp_data_def_enum_1
0x0001912e	routine_0304_param_1_start_resp_1_routinestatus_resp_data_def
0x0001917a	routine_0304_param_1_start_resp_1_subfield_2
0x000191a8	RoutineStatus
0x000191f4	Valid Application Software is NOT Present
0x0001921f	routine_0304_param_2_start_resp_1_application_status_resp_data_def_enum_1
0x00019274	Valid Application Software is Present
0x0001929b	routine_0304_param_2_start_resp_1_application_status_resp_data_def_enum_2
0x000192f3	routine_0304_param_2_start_resp_1_application_status_resp_data_def
0x00019344	routine_0304_param_2_start_resp_1_subfield_1
0x00019372	Application Status
0x000193b0	routine_0304
0x000193be	Check Valid Application
0x0001942f	routine_203a_results_resp_param__param_0_resp_sub_item_bit_1_data_def_enum_1
0x0001948a	routine_203a_results_resp_param__param_0_resp_sub_item_bit_1_data_def
0x000194de	routine_203A_results_resp_param__param_0_resp_sub_item_bit_1
0x0001951c	RoutineType
0x00019554	routine_203a_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_1
0x000195b2	routine_203a_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_2
0x00019610	routine_203a_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_3
0x0001966b	routine_203a_results_resp_param__param_0_resp_sub_item_bit_2_data_def
0x000196bf	routine_203A_results_resp_param__param_0_resp_sub_item_bit_2
0x000196fd	RoutineStatus
0x00019769	routine_203a_param_1_start_resp_1_routinetype_resp_data_def_enum_1
0x000197ba	routine_203a_param_1_start_resp_1_routinetype_resp_data_def
0x00019804	routine_203A_param_1_start_resp_1_subfield_1
0x00019832	RoutineType
0x0001986a	routine_203a_param_1_start_resp_1_routinestatus_resp_data_def_enum_1
0x000198c0	routine_203a_param_1_start_resp_1_routinestatus_resp_data_def_enum_2
0x00019916	routine_203a_param_1_start_resp_1_routinestatus_resp_data_def_enum_3
0x00019969	routine_203a_param_1_start_resp_1_routinestatus_resp_data_def
0x000199b5	routine_203A_param_1_start_resp_1_subfield_2
0x000199e3	RoutineStatus
0x00019a1c	routine_203A
0x00019a2a	Configure Private Sub Nodes And Collect Private Sub Node Part Numbers
0x00019acb	routine_2064_results_resp_param__param_0_resp_sub_item_bit_1_data_def_enum_1
0x00019b26	routine_2064_results_resp_param__param_0_resp_sub_item_bit_1_data_def
0x00019b7a	routine_2064_results_resp_param__param_0_resp_sub_item_bit_1
0x00019bb8	RoutineType
0x00019bf0	routine_2064_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_1
0x00019c4e	routine_2064_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_2
0x00019cac	routine_2064_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_3
0x00019d07	routine_2064_results_resp_param__param_0_resp_sub_item_bit_2_data_def
0x00019d5b	routine_2064_results_resp_param__param_0_resp_sub_item_bit_2
0x00019d99	RoutineStatus
0x00019e14	routine_2064_results_resp_param__param_1_resp_sub_item_bit_1_data_def
0x00019e68	routine_2064_results_resp_param__param_1_resp_sub_item_bit_1
0x00019ea6	Sensor Temperature After 0 Seconds
