# G2427628.mdx  size=2,300,917 B  records=38422
0x00000973	pll_1
0x0003a7ba	did_d039_subfield_5_data_def_enum_1
0x0003a7ed	did_d039_subfield_5_data_def_enum_2
0x0003a81f	did_d039_subfield_5_data_def
0x0003a84a	did_D039_subfield_5
0x0003a85f	Partition 1 - Rollback Possible
0x0003a8a9	did_d039_subfield_6_data_def_enum_1
0x0003a8dc	did_d039_subfield_6_data_def_enum_2
0x0003a90e	did_d039_subfield_6_data_def
0x0003a939	did_D039_subfield_6
0x0003a94e	Partition 1 - Active Backup Location
0x0003a99d	did_d039_subfield_7_data_def_enum_1
0x0003a9d0	did_d039_subfield_7_data_def_enum_2
0x0003aa02	did_d039_subfield_7_data_def
0x0003aa2d	did_D039_subfield_7
0x0003aa42	Partition 1 - Inactive
0x0003aa83	did_d039_subfield_8_data_def_enum_1
0x0003aab6	did_d039_subfield_8_data_def_enum_2
0x0003aae8	did_d039_subfield_8_data_def
0x0003ab13	did_D039_subfield_8
0x0003ab28	Partition 1 - Active
0x0003ab67	did_d039_subfield_9_data_def_enum_1
0x0003ab9a	did_d039_subfield_9_data_def_enum_2
0x0003abcc	did_d039_subfield_9_data_def
0x0003abf7	did_D039_subfield_9
0x0003ac0c	Partition 2 - Rollback Possible
0x0003ac56	did_d039_subfield_10_data_def_enum_1
0x0003ac8a	did_d039_subfield_10_data_def_enum_2
0x0003acbd	did_d039_subfield_10_data_def
0x0003ace9	did_D039_subfield_10
0x0003acff	Partition 2 - Active Backup Location
0x0003ad4e	did_d039_subfield_11_data_def_enum_1
0x0003ad82	did_d039_subfield_11_data_def_enum_2
0x0003adb5	did_d039_subfield_11_data_def
0x0003ade1	did_D039_subfield_11
0x0003adf7	Partition 2 - Inactive
0x0003ae38	did_d039_subfield_12_data_def_enum_1
0x0003ae6c	did_d039_subfield_12_data_def_enum_2
0x0003ae9f	did_d039_subfield_12_data_def
0x0003aecb	did_D039_subfield_12
0x0003aee1	Partition 2 - Active
0x0003aeff	did_D039
0x0003af09	OTA Partition Status
0x0003b16b	session_01
0x0003b177	defaultSession
0x0003b282	session_03
0x0003b28e	extendedDiagnosticSession
0x0003b2ae	service_22_p4_max_00
0x0003b421	session_02
0x0003b42d	programmingSession
0x0003b446	service_22_p4_max_01
0x0003b4a9	nrc_13
0x0003b4b1	incorrectMessageLengthOrInvalidFormat
0x0003b4ef	nrc_22
0x0003b4f7	conditionsNotCorrect
0x0003b524	nrc_31
0x0003b52c	requestOutOfRange
0x0003b556	nrc_33
0x0003b55e	securityAccessDenied
0x0003b58b	nrc_78
0x0003b593	requestCorrectlyReceived-ResponsePending
0x0003b5d6	service_22
0x0003b5e2	ReadDataByIdentifier
0x0003b6a5	did_d03a_subfield_1_data_def
0x0003b6d0	did_D03A_subfield_1
0x0003b6e5	Library Version
0x0003b71b	No Errors
0x0003b726	did_d03a_subfield_2_data_def_enum_1
0x0003b755	Next Chunk Processing Has More Data
0x0003b77a	did_d03a_subfield_2_data_def_enum_2
0x0003b7a9	Function Result Pending
0x0003b7c2	did_d03a_subfield_2_data_def_enum_3
0x0003b7f1	Target Address Not Set
0x0003b809	did_d03a_subfield_2_data_def_enum_4
0x0003b838	Differential Data Not Set
0x0003b853	did_d03a_subfield_2_data_def_enum_5
0x0003b882	Unexpected Data
0x0003b893	did_d03a_subfield_2_data_def_enum_6
0x0003b8c2	Diff Package Parse Error
0x0003b8dc	did_d03a_subfield_2_data_def_enum_7
0x0003b90b	Invalid Parameters
0x0003b91f	did_d03a_subfield_2_data_def_enum_8
0x0003b94e	Mismatched Source Size
0x0003b966	did_d03a_subfield_2_data_def_enum_9
0x0003b995	Invalid Word Size
0x0003b9a8	did_d03a_subfield_2_data_def_enum_10
0x0003b9d8	Insufficient Memory
0x0003b9ed	did_d03a_subfield_2_data_def_enum_11
0x0003ba1d	Calling Function Result Failed
0x0003ba3d	did_d03a_subfield_2_data_def_enum_12
0x0003ba6d	Calling I/O Result Error
0x0003ba87	did_d03a_subfield_2_data_def_enum_13
0x0003bab9	Unknown Error
0x0003bac8	did_d03a_subfield_2_data_def_enum_14
0x0003bafb	did_d03a_subfield_2_data_def
0x0003bb26	did_D03A_subfield_2
0x0003bb3b	Last Execution Error Code and Status
0x0003bb69	did_D03A
0x0003bb73	Differential Updater Library Status
0x0003bdf3	session_01
0x0003bdff	defaultSession
0x0003bf0a	session_03
0x0003bf16	extendedDiagnosticSession
0x0003bf36	service_22_p4_max_00
0x0003c0a9	session_02
0x0003c0b5	programmingSession
0x0003c0ce	service_22_p4_max_01
0x0003c131	nrc_13
0x0003c139	incorrectMessageLengthOrInvalidFormat
0x0003c177	nrc_22
0x0003c17f	conditionsNotCorrect
0x0003c1ac	nrc_31
0x0003c1b4	requestOutOfRange
0x0003c1de	nrc_33
0x0003c1e6	securityAccessDenied
0x0003c213	nrc_78
0x0003c21b	requestCorrectlyReceived-ResponsePending
0x0003c25e	service_22
0x0003c26a	ReadDataByIdentifier
0x0003c2fe	did_d03b_subfield_1_data_def
0x0003c329	did_D03B_subfield_1
0x0003c33e	Most Recent OTA FID Processed
0x0003c386	positiveResponse
0x0003c398	did_d03b_subfield_2_data_def_enum_1
0x0003c3c7	generalReject
0x0003c3d6	did_d03b_subfield_2_data_def_enum_2
0x0003c405	functionNotSupported
0x0003c41b	did_d03b_subfield_2_data_def_enum_3
0x0003c44e	did_d03b_subfield_2_data_def_enum_4
0x0003c47d	responseTooLong
0x0003c48e	did_d03b_subfield_2_data_def_enum_5
0x0003c4bd	endToEndSignatureInvalid
0x0003c4d7	did_d03b_subfield_2_data_def_enum_6
0x0003c506	ESNInvalid
0x0003c512	did_d03b_subfield_2_data_def_enum_7
0x0003c541	softwareUpdateCounterInvalid
0x0003c55f	did_d03b_subfield_2_data_def_enum_8
0x0003c58e	busyRepeatRequest
0x0003c5a1	did_d03b_subfield_2_data_def_enum_9
0x0003c5d4	did_d03b_subfield_2_data_def_enum_10
0x0003c604	requestSequenceError
0x0003c61a	did_d03b_subfield_2_data_def_enum_11
0x0003c64e	did_d03b_subfield_2_data_def_enum_12
0x0003c67e	securityRequired
0x0003c690	did_d03b_subfield_2_data_def_enum_13
0x0003c6c0	downloadNotAccepted
0x0003c6d5	did_d03b_subfield_2_data_def_enum_14
0x0003c705	transferDataSuspended
0x0003c71c	did_d03b_subfield_2_data_def_enum_15
0x0003c74c	generalProgrammingFailure
0x0003c767	did_d03b_subfield_2_data_def_enum_16
0x0003c797	wrongSequenceCounter
0x0003c7ad	did_d03b_subfield_2_data_def_enum_17
0x0003c7dd	requestCorrectlyReceived-ResponsePending
0x0003c807	did_d03b_subfield_2_data_def_enum_18
0x0003c837	validationFailed
0x0003c849	did_d03b_subfield_2_data_def_enum_19
0x0003c879	sessionMismatch
0x0003c88a	did_d03b_subfield_2_data_def_enum_20
0x0003c8ba	noActiveSession
0x0003c8cb	did_d03b_subfield_2_data_def_enum_21
0x0003c8fe	did_d03b_subfield_2_data_def
0x0003c929	did_D03B_subfield_2
0x0003c93e	Most Recent OTA FID Response Type
0x0003c983	did_d03b_subfield_3_data_def
0x0003c9ae	did_D03B_subfield_3
0x0003c9c3	Most Recent OTA FID Debug Info
0x0003ca05	did_d03b_subfield_4_data_def
0x0003ca30	did_D03B_subfield_4
0x0003ca45	2nd Most Recent OTA FID Processed
0x0003ca95	did_d03b_subfield_5_data_def_enum_1
0x0003cac8	did_d03b_subfield_5_data_def_enum_2
0x0003cafb	did_d03b_subfield_5_data_def_enum_3
0x0003cb2e	did_d03b_subfield_5_data_def_enum_4
0x0003cb61	did_d03b_subfield_5_data_def_enum_5
0x0003cb94	did_d03b_subfield_5_data_def_enum_6
0x0003cbc7	did_d03b_subfield_5_data_def_enum_7
0x0003cbfa	did_d03b_subfield_5_data_def_enum_8
0x0003cc2d	did_d03b_subfield_5_data_def_enum_9
0x0003cc60	did_d03b_subfield_5_data_def_enum_10
0x0003cc94	did_d03b_subfield_5_data_def_enum_11
0x0003ccc8	did_d03b_subfield_5_data_def_enum_12
0x0003ccfc	did_d03b_subfield_5_data_def_enum_13
0x0003cd30	did_d03b_subfield_5_data_def_enum_14
0x0003cd64	did_d03b_subfield_5_data_def_enum_15
0x0003cd98	did_d03b_subfield_5_data_def_enum_16
0x0003cdcc	did_d03b_subfield_5_data_def_enum_17
0x0003cdfc	requestCorrectlyReceived-ResponsePending
0x0003ce26	did_d03b_subfield_5_data_def_enum_18
0x0003ce5a	did_d03b_subfield_5_data_def_enum_19
0x0003ce8e	did_d03b_subfield_5_data_def_enum_20
0x0003cec2	did_d03b_subfield_5_data_def_enum_21
0x0003cef5	did_d03b_subfield_5_data_def
0x0003cf20	did_D03B_subfield_5
0x0003cf35	2nd Most Recent OTA FID Response Type
0x0003cf7a	did_d03b_subfield_6_data_def
0x0003cfa5	did_D03B_subfield_6
0x0003cfba	2nd Most Recent OTA FID Debug Info
0x0003cffc	did_d03b_subfield_7_data_def
0x0003d027	did_D03B_subfield_7
0x0003d03c	3rd Most Recent OTA FID Processed
0x0003d088	did_d03b_subfield_8_data_def_enum_1
0x0003d0bb	did_d03b_subfield_8_data_def_enum_2
0x0003d0ee	did_d03b_subfield_8_data_def_enum_3
0x0003d121	did_d03b_subfield_8_data_def_enum_4
0x0003d154	did_d03b_subfield_8_data_def_enum_5
0x0003d187	did_d03b_subfield_8_data_def_enum_6
0x0003d1ba	did_d03b_subfield_8_data_def_enum_7
0x0003d1ed	did_d03b_subfield_8_data_def_enum_8
0x0003d220	did_d03b_subfield_8_data_def_enum_9
0x0003d253	did_d03b_subfield_8_data_def_enum_10
0x0003d287	did_d03b_subfield_8_data_def_enum_11
0x0003d2bb	did_d03b_subfield_8_data_def_enum_12
0x0003d2ef	did_d03b_subfield_8_data_def_enum_13
0x0003d323	did_d03b_subfield_8_data_def_enum_14
0x0003d357	did_d03b_subfield_8_data_def_enum_15
0x0003d38b	did_d03b_subfield_8_data_def_enum_16
0x0003d3bf	did_d03b_subfield_8_data_def_enum_17
0x0003d3ef	requestCorrectlyReceived-ResponsePending
0x0003d419	did_d03b_subfield_8_data_def_enum_18
0x0003d44d	did_d03b_subfield_8_data_def_enum_19
0x0003d481	did_d03b_subfield_8_data_def_enum_20
0x0003d4b5	did_d03b_subfield_8_data_def_enum_21
0x0003d4e8	did_d03b_subfield_8_data_def
0x0003d513	did_D03B_subfield_8
0x0003d528	3rd Most Recent OTA FID Response Type
0x0003d56d	did_d03b_subfield_9_data_def
0x0003d598	did_D03B_subfield_9
0x0003d5ad	3rd Most Recent OTA FID Debug Info
0x0003d5ef	did_d03b_subfield_10_data_def
0x0003d61b	did_D03B_subfield_10
0x0003d631	4th Most Recent OTA FID Processed
0x0003d67d	did_d03b_subfield_11_data_def_enum_1
0x0003d6b1	did_d03b_subfield_11_data_def_enum_2
0x0003d6e5	did_d03b_subfield_11_data_def_enum_3
0x0003d719	did_d03b_subfield_11_data_def_enum_4
0x0003d74d	did_d03b_subfield_11_data_def_enum_5
0x0003d781	did_d03b_subfield_11_data_def_enum_6
0x0003d7b5	did_d03b_subfield_11_data_def_enum_7
0x0003d7e9	did_d03b_subfield_11_data_def_enum_8
0x0003d81d	did_d03b_subfield_11_data_def_enum_9
0x0003d851	did_d03b_subfield_11_data_def_enum_10
0x0003d886	did_d03b_subfield_11_data_def_enum_11
0x0003d8bb	did_d03b_subfield_11_data_def_enum_12
0x0003d8f0	did_d03b_subfield_11_data_def_enum_13
0x0003d925	did_d03b_subfield_11_data_def_enum_14
0x0003d95a	did_d03b_subfield_11_data_def_enum_15
0x0003d98f	did_d03b_subfield_11_data_def_enum_16
0x0003d9c4	did_d03b_subfield_11_data_def_enum_17
0x0003d9f5	requestCorrectlyReceived-ResponsePending
0x0003da1f	did_d03b_subfield_11_data_def_enum_18
0x0003da54	did_d03b_subfield_11_data_def_enum_19
0x0003da89	did_d03b_subfield_11_data_def_enum_20
0x0003dabe	did_d03b_subfield_11_data_def_enum_21
0x0003daf2	did_d03b_subfield_11_data_def
0x0003db1e	did_D03B_subfield_11
0x0003db34	4th Most Recent OTA FID Response Type
0x0003db79	did_d03b_subfield_12_data_def
0x0003dba5	did_D03B_subfield_12
0x0003dbbb	4th Most Recent OTA FID Debug Info
0x0003dbe7	did_D03B
0x0003dbf1	OTA Debug Information
0x0003de55	session_01
0x0003de61	defaultSession
0x0003df6c	session_03
0x0003df78	extendedDiagnosticSession
0x0003df98	service_22_p4_max_00
0x0003e10b	session_02
0x0003e117	programmingSession
0x0003e130	service_22_p4_max_01
0x0003e193	nrc_13
0x0003e19b	incorrectMessageLengthOrInvalidFormat
0x0003e1d9	nrc_22
0x0003e1e1	conditionsNotCorrect
0x0003e20e	nrc_31
0x0003e216	requestOutOfRange
0x0003e240	nrc_33
0x0003e248	securityAccessDenied
0x0003e275	nrc_78
0x0003e27d	requestCorrectlyReceived-ResponsePending
0x0003e2c0	service_22
0x0003e2cc	ReadDataByIdentifier
0x0003e35e	did_d03e_subfield_1_data_def
0x0003e389	did_D03E_subfield_1
0x0003e39e	In-Use OTA Command Signing Public Key Hash
0x0003e3d2	did_D03E
0x0003e3dc	In-Use OTA Command Signing Public Key Hash
0x0003e66a	session_01
0x0003e676	defaultSession
0x0003e781	session_03
0x0003e78d	extendedDiagnosticSession
0x0003e7ad	service_22_p4_max_00
0x0003e920	session_02
0x0003e92c	programmingSession
0x0003e945	service_22_p4_max_01
0x0003e9a8	nrc_13
0x0003e9b0	incorrectMessageLengthOrInvalidFormat
0x0003e9ee	nrc_22
0x0003e9f6	conditionsNotCorrect
0x0003ea23	nrc_31
0x0003ea2b	requestOutOfRange
0x0003ea55	nrc_33
0x0003ea5d	securityAccessDenied
0x0003ea8a	nrc_78
0x0003ea92	requestCorrectlyReceived-ResponsePending
0x0003ead5	service_22
0x0003eae1	ReadDataByIdentifier
0x0003eb77	did_d03f_subfield_1_data_def
0x0003eba2	did_D03F_subfield_1
0x0003ebb7	In-Use Application Signing Public Key Hash
0x0003ebeb	did_D03F
0x0003ebf5	In-Use Application Signing Public Key Hash
0x0003ee83	session_01
0x0003ee8f	defaultSession
0x0003ef9a	session_03
0x0003efa6	extendedDiagnosticSession
0x0003efc6	service_22_p4_max_00
0x0003f139	session_02
0x0003f145	programmingSession
0x0003f15e	service_22_p4_max_01
0x0003f1c1	nrc_13
0x0003f1c9	incorrectMessageLengthOrInvalidFormat
0x0003f207	nrc_22
0x0003f20f	conditionsNotCorrect
0x0003f23c	nrc_31
0x0003f244	requestOutOfRange
0x0003f26e	nrc_33
0x0003f276	securityAccessDenied
0x0003f2a3	nrc_78
0x0003f2ab	requestCorrectlyReceived-ResponsePending
0x0003f2ee	service_22
0x0003f2fa	ReadDataByIdentifier
0x0003f391	True
0x0003f397	did_d04f_subfield_1_data_def_enum_1
0x0003f3c6	False
0x0003f3cd	did_d04f_subfield_1_data_def_enum_2
0x0003f3ff	did_d04f_subfield_1_data_def
0x0003f42a	did_D04F_subfield_1
0x0003f43f	All Preconditions To Enter Programming Session Via VSU/OTA Are Satisfied
0x0003f4b2	did_d04f_subfield_2_data_def_enum_1
0x0003f4e5	did_d04f_subfield_2_data_def_enum_2
0x0003f517	did_d04f_subfield_2_data_def
0x0003f542	did_D04F_subfield_2
0x0003f557	Vehicle Speed Too High
0x0003f598	did_d04f_subfield_3_data_def_enum_1
0x0003f5cb	did_d04f_subfield_3_data_def_enum_2
0x0003f5fd	did_d04f_subfield_3_data_def
0x0003f628	did_D04F_subfield_3
0x0003f63d	Voltage Out of Range
0x0003f67c	did_d04f_subfield_4_data_def_enum_1
0x0003f6af	did_d04f_subfield_4_data_def_enum_2
0x0003f6e1	did_d04f_subfield_4_data_def
0x0003f70c	did_D04F_subfield_4
0x0003f721	Charging in Progress
0x0003f760	did_d04f_subfield_5_data_def_enum_1
0x0003f793	did_d04f_subfield_5_data_def_enum_2
0x0003f7c5	did_d04f_subfield_5_data_def
0x0003f7f0	did_D04F_subfield_5
0x0003f805	PRNDL Out of Range
0x0003f842	did_d04f_subfield_6_data_def_enum_1
0x0003f875	did_d04f_subfield_6_data_def_enum_2
0x0003f8a7	did_d04f_subfield_6_data_def
0x0003f8d2	did_D04F_subfield_6
0x0003f8e7	Hazards On
0x0003f91c	did_d04f_subfield_7_data_def_enum_1
0x0003f94f	did_d04f_subfield_7_data_def_enum_2
0x0003f981	did_d04f_subfield_7_data_def
0x0003f9ac	did_D04F_subfield_7
0x0003f9c1	Ignition Off / Accessory Functionality Active
0x0003fa19	did_d04f_subfield_8_data_def_enum_1
0x0003fa4c	did_d04f_subfield_8_data_def_enum_2
0x0003fa7e	did_d04f_subfield_8_data_def
0x0003faa9	did_D04F_subfield_8
0x0003fabe	ESCL Lock Pending
0x0003fafa	did_d04f_subfield_9_data_def_enum_1
0x0003fb2d	did_d04f_subfield_9_data_def_enum_2
0x0003fb5f	did_d04f_subfield_9_data_def
0x0003fb8a	did_D04F_subfield_9
0x0003fb9f	Alarm Actively Sounding
0x0003fbe1	did_d04f_subfield_10_data_def_enum_1
0x0003fc15	did_d04f_subfield_10_data_def_enum_2
0x0003fc48	did_d04f_subfield_10_data_def
0x0003fc74	did_D04F_subfield_10
0x0003fc8a	Steering Pinsion Torque Out of Range
0x0003fcd9	did_d04f_subfield_11_data_def_enum_1
0x0003fd0d	did_d04f_subfield_11_data_def_enum_2
0x0003fd40	did_d04f_subfield_11_data_def
0x0003fd6c	did_D04F_subfield_11
0x0003fd82	Diagnostic Self-Test Active
0x0003fdc8	did_d04f_subfield_12_data_def_enum_1
0x0003fdfc	did_d04f_subfield_12_data_def_enum_2
0x0003fe2f	did_d04f_subfield_12_data_def
0x0003fe5b	did_D04F_subfield_12
0x0003fe71	Engine RPM Too High (or Torque Available)
0x0003fec5	did_d04f_subfield_13_data_def_enum_1
0x0003fef9	did_d04f_subfield_13_data_def_enum_2
0x0003ff2c	did_d04f_subfield_13_data_def
0x0003ff58	did_D04F_subfield_13
0x0003ff6e	Charging Fault
0x0003ffa7	did_d04f_subfield_14_data_def_enum_1
0x0003ffdb	did_d04f_subfield_14_data_def_enum_2
0x0004000e	did_d04f_subfield_14_data_def
0x0004003a	did_D04F_subfield_14
0x00040050	Ignition Status Or Vehicle Power Mode (VPM) Out Of Range
0x000400b3	did_d04f_subfield_15_data_def_enum_1
0x000400e7	did_d04f_subfield_15_data_def_enum_2
0x0004011a	did_d04f_subfield_15_data_def
0x00040146	did_D04F_subfield_15
0x0004015c	Liftgate Ajar
0x00040194	did_d04f_subfield_16_data_def_enum_1
0x000401c8	did_d04f_subfield_16_data_def_enum_2
0x000401fb	did_d04f_subfield_16_data_def
0x00040227	did_D04F_subfield_16
0x0004023d	Park Lamps On
0x00040275	did_d04f_subfield_17_data_def_enum_1
0x000402a9	did_d04f_subfield_17_data_def_enum_2
0x000402dc	did_d04f_subfield_17_data_def
0x00040308	did_D04F_subfield_17
0x0004031e	Limp Home Active
0x00040359	did_d04f_subfield_18_data_def_enum_1
0x0004038d	did_d04f_subfield_18_data_def_enum_2
0x000403c0	did_d04f_subfield_18_data_def
0x000403ec	did_D04F_subfield_18
0x00040402	Illuminated Exit Active
0x00040444	did_d04f_subfield_19_data_def_enum_1
0x00040478	did_d04f_subfield_19_data_def_enum_2
0x000404ab	did_d04f_subfield_19_data_def
0x000404d7	did_D04F_subfield_19
0x000404ed	Door Ajar
0x00040521	did_d04f_subfield_20_data_def_enum_1
0x00040555	did_d04f_subfield_20_data_def_enum_2
0x00040588	did_d04f_subfield_20_data_def
0x000405b4	did_D04F_subfield_20
0x000405ca	Motor Movement Active
0x0004060a	did_d04f_subfield_21_data_def_enum_1
0x0004063e	did_d04f_subfield_21_data_def_enum_2
0x00040671	did_d04f_subfield_21_data_def
0x0004069d	did_D04F_subfield_21
0x000406b3	Brake Pedal Pressed Or Brake Torque Present
0x00040709	did_d04f_subfield_22_data_def_enum_1
0x0004073d	did_d04f_subfield_22_data_def_enum_2
0x00040770	did_d04f_subfield_22_data_def
0x0004079c	did_D04F_subfield_22
0x000407b2	Park Brake Out of Range or Activation in Progress
0x0004080e	did_d04f_subfield_23_data_def_enum_1
0x00040842	did_d04f_subfield_23_data_def_enum_2
0x00040875	did_d04f_subfield_23_data_def
0x000408a1	did_D04F_subfield_23
0x000408b7	Autonomous Vehicle Mode
0x000408f9	did_d04f_subfield_24_data_def_enum_1
0x0004092d	did_d04f_subfield_24_data_def_enum_2
0x00040960	did_d04f_subfield_24_data_def
0x0004098c	did_D04F_subfield_24
0x000409a2	Data Transfer Active
0x000409e1	did_d04f_subfield_25_data_def_enum_1
0x00040a15	did_d04f_subfield_25_data_def_enum_2
0x00040a48	did_d04f_subfield_25_data_def
0x00040a74	did_D04F_subfield_25
0x00040a8a	ECU Memory Operations Active
0x00040ad1	did_d04f_subfield_26_data_def_enum_1
0x00040b05	did_d04f_subfield_26_data_def_enum_2
0x00040b38	did_d04f_subfield_26_data_def
0x00040b64	did_D04F_subfield_26
0x00040b7a	Restraints Control Activity Ongoing
0x00040ba7	did_D04F
0x00040bb1	OTA Software Update Preconditions/Readiness Status
0x00040e4f	session_01
0x00040e5b	defaultSession
0x00040f66	session_03
0x00040f72	extendedDiagnosticSession
0x00040f92	service_22_p4_max_00
0x00041105	session_02
0x00041111	programmingSession
0x0004112a	service_22_p4_max_01
0x0004118d	nrc_13
0x00041195	incorrectMessageLengthOrInvalidFormat
0x000411d3	nrc_22
0x000411db	conditionsNotCorrect
0x00041208	nrc_31
0x00041210	requestOutOfRange
0x0004123a	nrc_33
0x00041242	securityAccessDenied
0x0004126f	nrc_78
0x00041277	requestCorrectlyReceived-ResponsePending
0x000412ba	service_22
0x000412c6	ReadDataByIdentifier
0x00041361	Default Session
0x00041372	did_d100_subfield_1_data_def_enum_1
0x000413a1	Programming Session
0x000413b6	did_d100_subfield_1_data_def_enum_2
0x000413e5	Extended Diagnostic Session
0x00041402	did_d100_subfield_1_data_def_enum_3
0x00041431	Safety System Diagnostic Session
0x00041453	did_d100_subfield_1_data_def_enum_4
0x00041482	EOL Extended Diagnostic Session
0x000414a3	did_d100_subfield_1_data_def_enum_5
0x000414d2	Application Programming Session
0x000414f3	did_d100_subfield_1_data_def_enum_6
0x00041523	did_d100_subfield_1_data_def_enum_7
0x00041553	did_d100_subfield_1_data_def_enum_8
0x00041583	did_d100_subfield_1_data_def_enum_9
0x000415b3	did_d100_subfield_1_data_def_enum_10
0x000415e4	did_d100_subfield_1_data_def_enum_11
0x00041615	did_d100_subfield_1_data_def_enum_12
0x00041646	did_d100_subfield_1_data_def_enum_13
0x00041677	did_d100_subfield_1_data_def_enum_14
0x000416a8	did_d100_subfield_1_data_def_enum_15
0x000416d9	did_d100_subfield_1_data_def_enum_16
0x0004170a	did_d100_subfield_1_data_def_enum_17
0x0004173b	did_d100_subfield_1_data_def_enum_18
0x0004176c	did_d100_subfield_1_data_def_enum_19
0x0004179d	did_d100_subfield_1_data_def_enum_20
0x000417ce	did_d100_subfield_1_data_def_enum_21
0x000417ff	did_d100_subfield_1_data_def_enum_22
0x00041830	did_d100_subfield_1_data_def_enum_23
0x00041861	did_d100_subfield_1_data_def_enum_24
0x00041892	did_d100_subfield_1_data_def_enum_25
0x000418c3	did_d100_subfield_1_data_def_enum_26
0x000418f4	did_d100_subfield_1_data_def_enum_27
0x00041925	did_d100_subfield_1_data_def_enum_28
0x00041956	did_d100_subfield_1_data_def_enum_29
0x00041987	did_d100_subfield_1_data_def_enum_30
0x000419b8	did_d100_subfield_1_data_def_enum_31
0x000419e9	did_d100_subfield_1_data_def_enum_32
0x00041a1a	did_d100_subfield_1_data_def_enum_33
0x00041a4b	did_d100_subfield_1_data_def_enum_34
0x00041a7c	did_d100_subfield_1_data_def_enum_35
0x00041aad	did_d100_subfield_1_data_def_enum_36
0x00041ade	did_d100_subfield_1_data_def_enum_37
0x00041b11	did_d100_subfield_1_data_def
0x00041b3c	did_D100_subfield_1
0x00041b51	Active Diagnostic Session
0x00041b74	did_D100
0x00041b7e	Active Diagnostic Session
0x00041dea	session_01
0x00041df6	defaultSession
0x00041f01	session_03
0x00041f0d	extendedDiagnosticSession
0x00041f2d	service_22_p4_max_00
0x000420a0	session_02
0x000420ac	programmingSession
0x000420c5	service_22_p4_max_01
0x00042128	nrc_13
0x00042130	incorrectMessageLengthOrInvalidFormat
0x0004216e	nrc_22
0x00042176	conditionsNotCorrect
0x000421a3	nrc_31
0x000421ab	requestOutOfRange
0x000421d5	nrc_33
0x000421dd	securityAccessDenied
0x0004220a	nrc_78
0x00042212	requestCorrectlyReceived-ResponsePending
0x00042255	service_22
0x00042261	ReadDataByIdentifier
0x00042345	did_d111_subfield_1_data_def
0x00042370	did_D111_subfield_1
0x00042385	ECU Power Supply Voltage
0x000423a7	did_D111
0x000423b1	ECU Power Supply Voltage
0x0004261b	session_01
0x00042627	defaultSession
0x00042732	session_03
0x0004273e	extendedDiagnosticSession
0x0004275e	service_22_p4_max_00
0x000428d1	session_02
0x000428dd	programmingSession
0x000428f6	service_22_p4_max_01
0x00042959	nrc_13
0x00042961	incorrectMessageLengthOrInvalidFormat
0x0004299f	nrc_22
0x000429a7	conditionsNotCorrect
0x000429d4	nrc_31
0x000429dc	requestOutOfRange
0x00042a06	nrc_33
0x00042a0e	securityAccessDenied
0x00042a3b	nrc_78
0x00042a43	requestCorrectlyReceived-ResponsePending
0x00042a86	service_22
0x00042a92	ReadDataByIdentifier
0x00042b76	did_d115_subfield_1_data_def
0x00042ba1	did_D115_subfield_1
0x00042bb6	Vehicle Speed
0x00042bcd	did_D115
0x00042bd7	Vehicle Speed
0x00042e2b	session_01
0x00042e37	defaultSession
0x00042f42	session_03
0x00042f4e	extendedDiagnosticSession
0x00042f6e	service_22_p4_max_00
0x000430e1	session_02
0x000430ed	programmingSession
0x00043106	service_22_p4_max_01
0x00043169	nrc_13
0x00043171	incorrectMessageLengthOrInvalidFormat
0x000431af	nrc_22
0x000431b7	conditionsNotCorrect
0x000431e4	nrc_31
0x000431ec	requestOutOfRange
0x00043216	nrc_33
0x0004321e	securityAccessDenied
0x0004324b	nrc_78
0x00043253	requestCorrectlyReceived-ResponsePending
0x00043296	service_22
0x000432a2	ReadDataByIdentifier
0x00043386	did_d117_subfield_1_data_def
0x000433b1	did_D117_subfield_1
0x000433c6	ECU Internal Temperature
0x000433e8	did_D117
0x000433f2	ECU Internal Temperature
0x0004365c	session_01
0x00043668	defaultSession
0x00043773	session_03
0x0004377f	extendedDiagnosticSession
0x0004379f	service_22_p4_max_00
0x00043912	session_02
0x0004391e	programmingSession
0x00043937	service_22_p4_max_01
0x0004399a	nrc_13
0x000439a2	incorrectMessageLengthOrInvalidFormat
0x000439e0	nrc_22
0x000439e8	conditionsNotCorrect
0x00043a15	nrc_31
0x00043a1d	requestOutOfRange
0x00043a47	nrc_33
0x00043a4f	securityAccessDenied
0x00043a7c	nrc_78
0x00043a84	requestCorrectlyReceived-ResponsePending
0x00043ac7	service_22
0x00043ad3	ReadDataByIdentifier
0x00043b6a	Off
0x00043b6f	did_d126_subfield_1_data_def_enum_1
0x00043b9e	On
0x00043ba2	did_d126_subfield_1_data_def_enum_2
0x00043bd4	did_d126_subfield_1_data_def
0x00043bff	did_D126_subfield_1
0x00043c14	LED 8 Drive Status
0x00043c51	did_d126_subfield_2_data_def_enum_1
0x00043c84	did_d126_subfield_2_data_def_enum_2
0x00043cb6	did_d126_subfield_2_data_def
0x00043ce1	did_D126_subfield_2
0x00043cf6	LED 7 Drive Status
0x00043d33	did_d126_subfield_3_data_def_enum_1
0x00043d66	did_d126_subfield_3_data_def_enum_2
0x00043d98	did_d126_subfield_3_data_def
0x00043dc3	did_D126_subfield_3
0x00043dd8	LED 6 Drive Status
