# G2043847.mdx  size=430,905 B  records=6681
0x0000088b	Type 2
0x00019f40	service_22_p4_max_00
0x0001a0b3	session_02
0x0001a0bf	programmingSession
0x0001a0d8	service_22_p4_max_01
0x0001a13b	nrc_13
0x0001a143	incorrectMessageLengthOrInvalidFormat
0x0001a181	nrc_22
0x0001a189	conditionsNotCorrect
0x0001a1b6	nrc_31
0x0001a1be	requestOutOfRange
0x0001a1e8	nrc_33
0x0001a1f0	securityAccessDenied
0x0001a21f	service_22
0x0001a22b	ReadDataByIdentifier
0x0001a30f	did_ee21_subfield_1_data_def
0x0001a33a	did_EE21_subfield_1
0x0001a34f	LF_TEMP1
0x0001a3ad	did_ee21_subfield_2_data_def
0x0001a3d8	did_EE21_subfield_2
0x0001a3ed	LF_TEMP1_REF
0x0001a44f	did_ee21_subfield_3_data_def
0x0001a47a	did_EE21_subfield_3
0x0001a48f	RX_TEMP_LOW
0x0001a4f0	did_ee21_subfield_4_data_def
0x0001a51b	did_EE21_subfield_4
0x0001a530	RX_TEMP_HIGH
0x0001a592	did_ee21_subfield_5_data_def
0x0001a5bd	did_EE21_subfield_5
0x0001a5d2	TX_TEMP_LOW
0x0001a633	did_ee21_subfield_6_data_def
0x0001a65e	did_EE21_subfield_6
0x0001a673	TX_TEMP_HIGH
0x0001a688	Conti use only (needed during development). Read internal temperatures
0x0001a6d0	did_EE21
0x0001a6da	EE21 - Read Temperatures
0x0001a944	session_01
0x0001a950	defaultSession
0x0001aa5b	session_03
0x0001aa67	extendedDiagnosticSession
0x0001aa87	service_22_p4_max_00
0x0001abfa	session_02
0x0001ac06	programmingSession
0x0001ac1f	service_22_p4_max_01
0x0001ac82	nrc_13
0x0001ac8a	incorrectMessageLengthOrInvalidFormat
0x0001acc8	nrc_22
0x0001acd0	conditionsNotCorrect
0x0001acfd	nrc_31
0x0001ad05	requestOutOfRange
0x0001ad2f	nrc_33
0x0001ad37	securityAccessDenied
0x0001ad66	service_22
0x0001ad72	ReadDataByIdentifier
0x0001ae57	did_ee22_subfield_1_data_def
0x0001ae82	did_EE22_subfield_1
0x0001ae97	V_TX1_POWER_SENSE
0x0001aeff	did_ee22_subfield_2_data_def
0x0001af2a	did_EE22_subfield_2
0x0001af3f	V_TX2_POWER_SENSE
0x0001afa7	did_ee22_subfield_3_data_def
0x0001afd2	did_EE22_subfield_3
0x0001afe7	V_LO_POWER_SENSE
0x0001b000	Conti use only (needed during development). Read radar output power.
0x0001b046	did_EE22
0x0001b050	EE22 - Read Voltages RadarOutputPower
0x0001b2d4	session_01
0x0001b2e0	defaultSession
0x0001b3eb	session_03
0x0001b3f7	extendedDiagnosticSession
0x0001b417	service_22_p4_max_00
0x0001b58a	session_02
0x0001b596	programmingSession
0x0001b5af	service_22_p4_max_01
0x0001b612	nrc_13
0x0001b61a	incorrectMessageLengthOrInvalidFormat
0x0001b658	nrc_22
0x0001b660	conditionsNotCorrect
0x0001b68d	nrc_31
0x0001b695	requestOutOfRange
0x0001b6bf	nrc_33
0x0001b6c7	securityAccessDenied
0x0001b6f6	service_22
0x0001b702	ReadDataByIdentifier
0x0001b799	No
0x0001b79d	did_ee23_subfield_1_data_def_enum_1
0x0001b7cc	Yes
0x0001b7d1	did_ee23_subfield_1_data_def_enum_2
0x0001b803	did_ee23_subfield_1_data_def
0x0001b82e	did_EE23_subfield_1
0x0001b843	Target Detected Chime
0x0001b883	did_ee23_subfield_2_data_def_enum_1
0x0001b8b6	did_ee23_subfield_2_data_def_enum_2
0x0001b8e8	did_ee23_subfield_2_data_def
0x0001b913	did_EE23_subfield_2
0x0001b928	Target Detected Lock Window
0x0001b96e	did_ee23_subfield_3_data_def_enum_1
0x0001b9a1	did_ee23_subfield_3_data_def_enum_2
0x0001b9d3	did_ee23_subfield_3_data_def
0x0001b9fe	did_EE23_subfield_3
0x0001ba13	Alert Stat
0x0001baaa	did_EE23
0x0001bab4	EE23 - Boundary Alert Internal Signals
0x0001bd3a	session_01
0x0001bd46	defaultSession
0x0001be51	session_03
0x0001be5d	extendedDiagnosticSession
0x0001be7d	service_22_p4_max_00
0x0001bff0	session_02
0x0001bffc	programmingSession
0x0001c015	service_22_p4_max_01
0x0001c078	nrc_13
0x0001c080	incorrectMessageLengthOrInvalidFormat
0x0001c0be	nrc_22
0x0001c0c6	conditionsNotCorrect
0x0001c0f3	nrc_31
0x0001c0fb	requestOutOfRange
0x0001c125	nrc_33
0x0001c12d	securityAccessDenied
0x0001c15c	service_22
0x0001c168	ReadDataByIdentifier
0x0001c1ff	LEFT
0x0001c205	did_ee24_subfield_1_data_def_enum_1
0x0001c234	RIGHT
0x0001c23b	did_ee24_subfield_1_data_def_enum_2
0x0001c26d	did_ee24_subfield_1_data_def
0x0001c298	did_EE24_subfield_1
0x0001c2ad	LHRH SOD Identification
0x0001c2eb	Park
0x0001c2f1	did_ee24_subfield_2_data_def_enum_1
0x0001c320	Reverse
0x0001c329	did_ee24_subfield_2_data_def_enum_2
0x0001c358	Neutral
0x0001c361	did_ee24_subfield_2_data_def_enum_3
0x0001c390	Drive
0x0001c397	did_ee24_subfield_2_data_def_enum_4
0x0001c3c9	did_ee24_subfield_2_data_def
0x0001c3f4	did_EE24_subfield_2
0x0001c409	Transmission Status
0x0001c443	FAULT
0x0001c44a	did_ee24_subfield_3_data_def_enum_1
0x0001c479	OK
0x0001c47d	did_ee24_subfield_3_data_def_enum_2
0x0001c4af	did_ee24_subfield_3_data_def
0x0001c4da	did_EE24_subfield_3
0x0001c4ef	DRV Select Stat
0x0001c525	Initalizing
0x0001c532	did_ee24_subfield_4_data_def_enum_1
0x0001c561	Bulb Proveout
0x0001c570	did_ee24_subfield_4_data_def_enum_2
0x0001c59f	Power Up Complete
0x0001c5b2	did_ee24_subfield_4_data_def_enum_3
0x0001c5e1	Invalid
0x0001c5ea	did_ee24_subfield_4_data_def_enum_4
0x0001c61c	did_ee24_subfield_4_data_def
0x0001c647	did_EE24_subfield_4
0x0001c65c	Power Up State
0x0001c691	CLEAR
0x0001c698	did_ee24_subfield_5_data_def_enum_1
0x0001c6c7	BLOCKED
0x0001c6d0	did_ee24_subfield_5_data_def_enum_2
0x0001c6ff	SYSTEM_FAILURE
0x0001c70f	did_ee24_subfield_5_data_def_enum_3
0x0001c73e	INVALID
0x0001c747	did_ee24_subfield_5_data_def_enum_4
0x0001c779	did_ee24_subfield_5_data_def
0x0001c7a4	did_EE24_subfield_5
0x0001c7b9	BLIS Blocked State
0x0001c7f2	OFF
0x0001c7f7	did_ee24_subfield_6_data_def_enum_1
0x0001c826	ON
0x0001c82a	did_ee24_subfield_6_data_def_enum_2
0x0001c85c	did_ee24_subfield_6_data_def
0x0001c887	did_EE24_subfield_6
0x0001c89c	BLIS Last Remembered
0x0001c8db	did_ee24_subfield_7_data_def_enum_1
0x0001c90e	did_ee24_subfield_7_data_def_enum_2
0x0001c93d	FLASH
0x0001c944	did_ee24_subfield_7_data_def_enum_3
0x0001c977	did_ee24_subfield_7_data_def_enum_4
0x0001c9a9	did_ee24_subfield_7_data_def
0x0001c9d4	did_EE24_subfield_7
0x0001c9e9	BLIS Alert
0x0001ca1e	did_ee24_subfield_8_data_def_enum_1
0x0001ca4d	OFFTEMP
0x0001ca56	did_ee24_subfield_8_data_def_enum_2
0x0001ca89	did_ee24_subfield_8_data_def_enum_3
0x0001cab8	DISABLED
0x0001cac2	did_ee24_subfield_8_data_def_enum_4
0x0001caf4	did_ee24_subfield_8_data_def
0x0001cb1f	did_EE24_subfield_8
0x0001cb34	BTT Last Remebered
0x0001cb71	did_ee24_subfield_9_data_def_enum_1
0x0001cba4	did_ee24_subfield_9_data_def_enum_2
0x0001cbd7	did_ee24_subfield_9_data_def_enum_3
0x0001cc09	did_ee24_subfield_9_data_def
0x0001cc34	did_EE24_subfield_9
0x0001cc49	BTT Temp Last Remembered
0x0001cc88	No
0x0001cc8c	did_ee24_subfield_10_data_def_enum_1
0x0001ccbc	Yes
0x0001ccc1	did_ee24_subfield_10_data_def_enum_2
0x0001ccf4	did_ee24_subfield_10_data_def
0x0001cd20	did_EE24_subfield_10
0x0001cd36	Running Reset
0x0001cd6a	NOT CONNECT
0x0001cd77	did_ee24_subfield_11_data_def_enum_1
0x0001cda7	CONNECT
0x0001cdb0	did_ee24_subfield_11_data_def_enum_2
0x0001cde0	UNKNOWN
0x0001cde9	did_ee24_subfield_11_data_def_enum_3
0x0001ce1d	did_ee24_subfield_11_data_def_enum_4
0x0001ce50	did_ee24_subfield_11_data_def
0x0001ce7c	did_EE24_subfield_11
0x0001ce92	TBM
0x0001cec0	did_ee24_subfield_12_data_def_enum_1
0x0001cef4	did_ee24_subfield_12_data_def_enum_2
0x0001cf28	did_ee24_subfield_12_data_def_enum_3
0x0001cf5c	did_ee24_subfield_12_data_def_enum_4
0x0001cf8f	did_ee24_subfield_12_data_def
0x0001cfbb	did_EE24_subfield_12
0x0001cfd1	TLM
0x0001cffb	FALSE
0x0001d002	did_ee24_subfield_13_data_def_enum_1
0x0001d032	TRUE
0x0001d038	did_ee24_subfield_13_data_def_enum_2
0x0001d06b	did_ee24_subfield_13_data_def
0x0001d097	did_EE24_subfield_13
0x0001d0ad	TFLAG Last Remembered
0x0001d0e9	No TLM No TBM
0x0001d0f8	did_ee24_subfield_14_data_def_enum_1
0x0001d128	No TLM Yes TBM
0x0001d138	did_ee24_subfield_14_data_def_enum_2
0x0001d168	Yes TLM No TBM
0x0001d178	did_ee24_subfield_14_data_def_enum_3
0x0001d1a8	Yes TLM Yes TBM
0x0001d1b9	did_ee24_subfield_14_data_def_enum_4
0x0001d1ec	did_ee24_subfield_14_data_def
0x0001d218	did_EE24_subfield_14
0x0001d22e	TTM
0x0001d2a5	did_ee24_subfield_15_data_def
0x0001d2d1	did_EE24_subfield_15
0x0001d2e7	BLIS VAR REAR RANGE
0x0001d34d	did_ee24_subfield_16_data_def
0x0001d379	did_EE24_subfield_16
0x0001d38f	ECVC_C102 13
0x0001d3c8	did_ee24_subfield_17_data_def
0x0001d3f4	did_EE24_subfield_17
0x0001d40a	ECVC_C102 14
0x0001d443	did_ee24_subfield_18_data_def
0x0001d46f	did_EE24_subfield_18
0x0001d485	ECVC_C102 15
0x0001d4be	did_ee24_subfield_19_data_def
0x0001d4ea	did_EE24_subfield_19
0x0001d500	ECVC_C102 16
0x0001d539	did_ee24_subfield_20_data_def
0x0001d565	did_EE24_subfield_20
0x0001d57b	ECVC_C102 17
0x0001d5ae	Not Reverse
0x0001d5bb	did_ee24_subfield_21_data_def_enum_1
0x0001d5ef	did_ee24_subfield_21_data_def_enum_2
0x0001d61f	Fault
0x0001d626	did_ee24_subfield_21_data_def_enum_3
0x0001d659	did_ee24_subfield_21_data_def
0x0001d685	did_EE24_subfield_21
0x0001d69b	Vehicle Direction
0x0001d6d7	did_ee24_subfield_22_data_def_enum_1
0x0001d707	INT
0x0001d70c	did_ee24_subfield_22_data_def_enum_2
0x0001d73c	LOW
0x0001d741	did_ee24_subfield_22_data_def_enum_3
0x0001d771	HIGH
0x0001d777	did_ee24_subfield_22_data_def_enum_4
0x0001d7aa	did_ee24_subfield_22_data_def
0x0001d7d6	did_EE24_subfield_22
0x0001d7ec	Wipe State
0x0001d81d	NOT CONNECTED
0x0001d82c	did_ee24_subfield_23_data_def_enum_1
0x0001d85c	CONNECTED
0x0001d867	did_ee24_subfield_23_data_def_enum_2
0x0001d89a	did_ee24_subfield_23_data_def
0x0001d8c6	did_EE24_subfield_23
0x0001d8dc	BTT Trailer
0x0001d912	did_ee24_subfield_24_data_def_enum_1
0x0001d946	did_ee24_subfield_24_data_def_enum_2
0x0001d979	did_ee24_subfield_24_data_def
0x0001d9a5	did_EE24_subfield_24
0x0001d9bb	Clutter
0x0001d9e9	Not Connected
0x0001d9f8	did_ee24_subfield_25_data_def_enum_1
0x0001da28	Connected
0x0001da33	did_ee24_subfield_25_data_def_enum_2
0x0001da67	did_ee24_subfield_25_data_def_enum_3
0x0001da9a	did_ee24_subfield_25_data_def
0x0001dac6	did_EE24_subfield_25
0x0001dadc	Trailer
0x0001daed	did_EE24
0x0001daf7	EE24 - Internal Signals 2
0x0001dd63	session_01
0x0001dd6f	defaultSession
0x0001de7a	session_03
0x0001de86	extendedDiagnosticSession
0x0001dea6	service_22_p4_max_00
0x0001e019	session_02
0x0001e025	programmingSession
0x0001e03e	service_22_p4_max_01
0x0001e0a1	nrc_13
0x0001e0a9	incorrectMessageLengthOrInvalidFormat
0x0001e0e7	nrc_22
0x0001e0ef	conditionsNotCorrect
0x0001e11c	nrc_31
0x0001e124	requestOutOfRange
0x0001e14e	nrc_33
0x0001e156	securityAccessDenied
0x0001e185	service_22
0x0001e191	ReadDataByIdentifier
0x0001e228	No
0x0001e22c	did_ee25_subfield_1_data_def_enum_1
0x0001e25b	Yes
0x0001e260	did_ee25_subfield_1_data_def_enum_2
0x0001e292	did_ee25_subfield_1_data_def
0x0001e2bd	did_EE25_subfield_1
0x0001e2d2	Brake Timeout
0x0001e306	ROAD
0x0001e30c	did_ee25_subfield_2_data_def_enum_1
0x0001e33b	PARKING LOT
0x0001e348	did_ee25_subfield_2_data_def_enum_2
0x0001e377	INVALID
0x0001e380	did_ee25_subfield_2_data_def_enum_3
0x0001e3b3	did_ee25_subfield_2_data_def_enum_4
0x0001e3e5	did_ee25_subfield_2_data_def
0x0001e410	did_EE25_subfield_2
0x0001e425	CTA Scenario
0x0001e45c	did_ee25_subfield_3_data_def_enum_1
0x0001e48f	did_ee25_subfield_3_data_def_enum_2
0x0001e4c1	did_ee25_subfield_3_data_def
0x0001e4ec	did_EE25_subfield_3
0x0001e501	RBA Fault
0x0001e535	did_ee25_subfield_4_data_def_enum_1
0x0001e568	did_ee25_subfield_4_data_def_enum_2
0x0001e59a	did_ee25_subfield_4_data_def
0x0001e5c5	did_EE25_subfield_4
0x0001e5da	RBA Target Detected
0x0001e614	SteXComp_An_Est
0x0001e625	did_ee25_subfield_5_data_def_enum_1
0x0001e658	did_ee25_subfield_5_data_def_enum_2
0x0001e68b	did_ee25_subfield_5_data_def_enum_3
0x0001e6ba	VehYaw_W_Actl
0x0001e6c9	did_ee25_subfield_5_data_def_enum_4
0x0001e6f8	No Turn Radius Data
0x0001e70d	did_ee25_subfield_5_data_def_enum_5
0x0001e73d	0x00
0x0001e744	did_ee25_subfield_5_data_def
0x0001e76f	did_EE25_subfield_5
0x0001e784	Turn Radius Status
0x0001e80a	did_ee25_subfield_6_data_def
0x0001e835	did_EE25_subfield_6
0x0001e84a	Brake Intervention Timer
0x0001e889	NOT DENIED
0x0001e895	did_ee25_subfield_7_data_def_enum_1
0x0001e8c4	DENIED
0x0001e8cc	did_ee25_subfield_7_data_def_enum_2
0x0001e8fe	did_ee25_subfield_7_data_def
0x0001e929	did_EE25_subfield_7
0x0001e93e	Brake Denied
0x0001ea05	did_EE25
0x0001ea0f	EE25 - RBA Internal Signals
0x0001ec7f	session_01
0x0001ec8b	defaultSession
0x0001ed96	session_03
0x0001eda2	extendedDiagnosticSession
0x0001edc2	service_22_p4_max_00
0x0001ef35	session_02
0x0001ef41	programmingSession
0x0001ef5a	service_22_p4_max_01
0x0001efbd	nrc_13
0x0001efc5	incorrectMessageLengthOrInvalidFormat
0x0001f003	nrc_22
0x0001f00b	conditionsNotCorrect
0x0001f038	nrc_31
0x0001f040	requestOutOfRange
0x0001f06a	nrc_33
0x0001f072	securityAccessDenied
0x0001f0a1	service_22
0x0001f0ad	ReadDataByIdentifier
0x0001f144	DISCONNECTED
0x0001f152	did_ee26_subfield_1_data_def_enum_1
0x0001f181	CONNECTED
0x0001f18c	did_ee26_subfield_1_data_def_enum_2
0x0001f1bb	UNKNOWN
0x0001f1c4	did_ee26_subfield_1_data_def_enum_3
0x0001f1f6	did_ee26_subfield_1_data_def
0x0001f221	did_EE26_subfield_1
0x0001f236	ATD Trailer
0x0001f268	No
0x0001f26c	did_ee26_subfield_2_data_def_enum_1
0x0001f29b	Yes
0x0001f2a0	did_ee26_subfield_2_data_def_enum_2
0x0001f2d2	did_ee26_subfield_2_data_def
0x0001f2fd	did_EE26_subfield_2
0x0001f312	ATD Walking Target
0x0001f34b	OFF
0x0001f350	did_ee26_subfield_3_data_def_enum_1
0x0001f37f	INACTIVE AFTER RESET
0x0001f395	did_ee26_subfield_3_data_def_enum_2
0x0001f3c4	ATD REPORTING
0x0001f3d3	did_ee26_subfield_3_data_def_enum_3
0x0001f402	ATD NOT REPORTING
0x0001f415	did_ee26_subfield_3_data_def_enum_4
0x0001f444	INACTIVE NOT AFTER RESET
0x0001f45e	did_ee26_subfield_3_data_def_enum_5
0x0001f48d	DISABLED
0x0001f497	did_ee26_subfield_3_data_def_enum_6
0x0001f4c9	did_ee26_subfield_3_data_def
0x0001f4f4	did_EE26_subfield_3
0x0001f509	Trailer Detect
0x0001f58b	did_ee26_subfield_4_data_def
0x0001f5b6	did_EE26_subfield_4
0x0001f5cb	ATD Algo Timer
0x0001f62f	did_ee26_subfield_5_data_def
0x0001f65a	did_EE26_subfield_5
0x0001f66f	Zero Speed ATD Dwell Timer
0x0001f692	Suppler and Engineering Use Only ATD Internal Signals -ATD Trailer -ATD Walking Target -Trailer Detect -ATD Algo Timer
0x0001f70a	did_EE26
0x0001f714	EE26 - ATD Internal Signals
0x0001f984	session_01
0x0001f990	defaultSession
0x0001fa9b	session_03
0x0001faa7	extendedDiagnosticSession
0x0001fac7	service_22_p4_max_00
0x0001fc3a	session_02
0x0001fc46	programmingSession
0x0001fc5f	service_22_p4_max_01
0x0001fcc2	nrc_13
0x0001fcca	incorrectMessageLengthOrInvalidFormat
0x0001fd08	nrc_22
0x0001fd10	conditionsNotCorrect
0x0001fd3d	nrc_31
0x0001fd45	requestOutOfRange
0x0001fd6f	nrc_33
0x0001fd77	securityAccessDenied
0x0001fda6	service_22
0x0001fdb2	ReadDataByIdentifier
0x0001fe49	No
0x0001fe4d	did_ee27_subfield_1_data_def_enum_1
0x0001fe7c	Yes
0x0001fe81	did_ee27_subfield_1_data_def_enum_2
0x0001feb3	did_ee27_subfield_1_data_def
0x0001fede	did_EE27_subfield_1
0x0001fef3	Autopark
0x0001ff22	STANDBY
0x0001ff2b	did_ee27_subfield_2_data_def_enum_1
0x0001ff5a	REPORTING
0x0001ff65	did_ee27_subfield_2_data_def_enum_2
0x0001ff94	DISABLE
0x0001ff9d	did_ee27_subfield_2_data_def_enum_3
0x0001ffcf	did_ee27_subfield_2_data_def
0x0001fffa	did_EE27_subfield_2
0x0002000f	APAF State
0x00020040	APAF_SlotDepth
0x00020050	did_ee27_subfield_3_data_def_enum_1
0x0002007f	APAF_PPADepth
0x0002008e	did_ee27_subfield_3_data_def_enum_2
0x000200be	0x00
0x000200c5	did_ee27_subfield_3_data_def
0x000200f0	did_EE27_subfield_3
0x00020105	Slot Depth
0x00020118	Suppler and Engineering Use Only APAF Internal Signals -Autopark -APAF State
0x00020166	did_EE27
0x00020170	EE27 - APAF Internal Signals
0x000203e2	session_01
0x000203ee	defaultSession
0x000204f9	session_03
0x00020505	extendedDiagnosticSession
0x00020525	service_22_p4_max_00
0x00020698	session_02
0x000206a4	programmingSession
0x000206bd	service_22_p4_max_01
0x00020720	nrc_13
0x00020728	incorrectMessageLengthOrInvalidFormat
0x00020766	nrc_22
0x0002076e	conditionsNotCorrect
0x0002079b	nrc_31
0x000207a3	requestOutOfRange
0x000207cd	nrc_33
0x000207d5	securityAccessDenied
0x00020804	service_22
0x00020810	ReadDataByIdentifier
0x000208d7	did_f109_subfield_1_data_def
0x00020902	did_F109_subfield_1
0x00020917	Boot Software Version Number- Main Version
0x0002096e	did_f109_subfield_2_data_def
0x00020999	did_F109_subfield_2
0x000209ae	Boot Software Version Number- Sub Version
0x00020a04	did_f109_subfield_3_data_def
0x00020a2f	did_F109_subfield_3
0x00020a44	Boot Software Version Number- Release Version
0x00020a7b	did_F109
0x00020a85	Boot Software Version Number
0x00020cf7	session_01
0x00020d03	defaultSession
0x00020e0e	session_03
0x00020e1a	extendedDiagnosticSession
0x00020e3a	service_22_p4_max_00
0x00020fad	session_02
0x00020fb9	programmingSession
0x00020fd2	service_22_p4_max_01
0x00021035	nrc_13
0x0002103d	incorrectMessageLengthOrInvalidFormat
0x0002107b	nrc_22
0x00021083	conditionsNotCorrect
0x000210b0	nrc_31
0x000210b8	requestOutOfRange
0x000210e2	nrc_33
0x000210ea	securityAccessDenied
0x00021119	service_22
0x00021125	ReadDataByIdentifier
0x000211ea	did_f110_subfield_1_data_def
0x00021215	did_F110_subfield_1
0x0002122a	Subsystem Specific Diagnostic Specification Part Number
0x0002126a	This DID is used to report the ECU's Part 2 Spec WERS Part Number.
0x000212ae	did_F110
0x000212b8	Subsystem Specific Diagnostic Specification Part Number
0x00021560	session_01
0x0002156c	defaultSession
0x00021677	session_03
0x00021683	extendedDiagnosticSession
0x000216a3	service_22_p4_max_00
0x00021816	session_02
0x00021822	programmingSession
0x0002183b	service_22_p4_max_01
0x0002189e	nrc_13
0x000218a6	incorrectMessageLengthOrInvalidFormat
0x000218e4	nrc_22
0x000218ec	conditionsNotCorrect
0x00021919	nrc_31
0x00021921	requestOutOfRange
0x0002194b	nrc_33
0x00021953	securityAccessDenied
0x00021982	service_22
0x0002198e	ReadDataByIdentifier
0x00021a57	did_f111_subfield_1_data_def
0x00021a82	did_F111_subfield_1
0x00021a97	ECU Core Assembly Number
0x00021ab8	Read ECU Core Assembly Number
0x00021ad7	did_F111
0x00021ae1	ECU Core Assembly Number
0x00021d4b	session_01
0x00021d57	defaultSession
0x00021e62	session_03
0x00021e6e	extendedDiagnosticSession
0x00021e8e	service_22_p4_max_00
0x00022001	session_02
0x0002200d	programmingSession
0x00022026	service_22_p4_max_01
0x00022089	nrc_13
0x00022091	incorrectMessageLengthOrInvalidFormat
0x000220cf	nrc_22
0x000220d7	conditionsNotCorrect
0x00022104	nrc_31
0x0002210c	requestOutOfRange
0x00022136	nrc_33
0x0002213e	securityAccessDenied
0x0002216d	service_22
0x00022179	ReadDataByIdentifier
0x00022242	did_f113_subfield_1_data_def
0x0002226d	did_F113_subfield_1
0x00022282	ECU Delivery Assembly Number
0x000222a7	Read ECU Delivery Assembly Number
0x000222ca	did_F113
0x000222d4	ECU Delivery Assembly Number
0x00022546	session_01
0x00022552	defaultSession
0x0002265d	session_03
0x00022669	extendedDiagnosticSession
0x00022689	service_22_p4_max_00
0x000227fc	session_02
0x00022808	programmingSession
0x00022821	service_22_p4_max_01
0x00022884	nrc_13
0x0002288c	incorrectMessageLengthOrInvalidFormat
0x000228ca	nrc_22
0x000228d2	conditionsNotCorrect
0x000228ff	nrc_31
0x00022907	requestOutOfRange
0x00022931	nrc_33
0x00022939	securityAccessDenied
0x00022968	service_22
0x00022974	ReadDataByIdentifier
0x00022a0b	Vector
0x00022a13	did_f15f_subfield_1_data_def_enum_1
0x00022a45	did_f15f_subfield_1_data_def
0x00022a70	did_F15F_subfield_1
0x00022a85	NOS Generation Tool Supplier
0x00022ac1	did_f15f_subfield_2_data_def
0x00022aec	did_F15F_subfield_2
0x00022b01	NOS Generation Tool Version Number
0x00022b2c	Read NOS Generation Tool Version Number
0x00022b55	did_F15F
0x00022b5f	NOS Generation Tool Version Number
0x00022ddd	session_01
0x00022de9	defaultSession
0x00022ef4	session_03
0x00022f00	extendedDiagnosticSession
0x00022f20	service_22_p4_max_00
0x00023093	session_02
0x0002309f	programmingSession
0x000230b8	service_22_p4_max_01
0x0002311b	nrc_13
0x00023123	incorrectMessageLengthOrInvalidFormat
0x00023161	nrc_22
0x00023169	conditionsNotCorrect
0x00023196	nrc_31
0x0002319e	requestOutOfRange
0x000231c8	nrc_33
0x000231d0	securityAccessDenied
0x000231ff	service_22
0x0002320b	ReadDataByIdentifier
0x000232a0	SWDL 31808456 Issue P01
0x000232b9	did_f162_subfield_1_data_def_enum_1
0x000232e8	SWDL 31808456 Issue 001
0x00023301	did_f162_subfield_1_data_def_enum_2
0x00023330	SWDL 31808456 Issue 002
0x00023349	did_f162_subfield_1_data_def_enum_3
0x00023378	SWDL 31808456 Issue 003
0x00023391	did_f162_subfield_1_data_def_enum_4
0x000233c0	SWDL 31808456 Issue 004
0x000233d9	did_f162_subfield_1_data_def_enum_5
0x00023408	SWDL 31808456 Issue 005
0x00023421	did_f162_subfield_1_data_def_enum_6
0x00023450	SWDL 00.06.15.002-006
0x00023467	did_f162_subfield_1_data_def_enum_7
0x00023499	did_f162_subfield_1_data_def
0x000234c4	did_F162_subfield_1
0x000234d9	Software Download Specification Version
0x00023509	Read Software Download (bootloader) Specification Version
0x00023544	did_F162
0x0002354e	Software Download Specification Version
0x000237d6	session_01
0x000237e2	defaultSession
0x000238ed	session_03
0x000238f9	extendedDiagnosticSession
0x00023919	service_22_p4_max_00
0x00023a8c	session_02
0x00023a98	programmingSession
0x00023ab1	service_22_p4_max_01
0x00023b14	nrc_13
0x00023b1c	incorrectMessageLengthOrInvalidFormat
0x00023b5a	nrc_22
0x00023b62	conditionsNotCorrect
0x00023b8f	nrc_31
0x00023b97	requestOutOfRange
0x00023bc1	nrc_33
0x00023bc9	securityAccessDenied
0x00023bf8	service_22
0x00023c04	ReadDataByIdentifier
0x00023c9b	GGDS 31810161 Issue 001
0x00023cb4	did_f163_subfield_1_data_def_enum_1
0x00023ce3	GGDS 31810161 Issue 002
0x00023cfc	did_f163_subfield_1_data_def_enum_2
0x00023d2b	GGDS 31810161 Issue 003
0x00023d44	did_f163_subfield_1_data_def_enum_3
0x00023d73	GGDS 00.06.15.001-004
0x00023d8a	did_f163_subfield_1_data_def_enum_4
0x00023dbc	did_f163_subfield_1_data_def
0x00023de7	did_F163_subfield_1
0x00023dfc	Diagnostic Specification Version
0x00023e25	Read GGDS Diagnostic Specification Version
0x00023e51	did_F163
0x00023e5b	Diagnostic Specification Version
0x000240d5	session_01
0x000240e1	defaultSession
0x000241ec	session_03
0x000241f8	extendedDiagnosticSession
0x00024218	service_22_p4_max_00
0x0002438b	session_02
0x00024397	programmingSession
0x000243b0	service_22_p4_max_01
0x00024413	nrc_13
0x0002441b	incorrectMessageLengthOrInvalidFormat
0x00024459	nrc_22
0x00024461	conditionsNotCorrect
0x0002448e	nrc_31
0x00024496	requestOutOfRange
0x000244c0	nrc_33
0x000244c8	securityAccessDenied
0x000244f7	service_22
0x00024503	ReadDataByIdentifier
0x000245c6	did_f166_subfield_1_data_def
0x000245f1	did_F166_subfield_1
0x00024606	Year
0x00024637	did_f166_subfield_2_data_def
0x00024662	did_F166_subfield_2
0x00024677	Month
0x000246a9	did_f166_subfield_3_data_def
0x000246d4	did_F166_subfield_3
0x000246e9	Day
0x00024719	did_f166_subfield_4_data_def
0x00024744	did_F166_subfield_4
0x00024759	Release Version
0x00024771	Read NOS Message Database Version Number
0x0002479b	did_F166
0x000247a5	NOS Message Database #1 Version Number
0x00024a2b	session_01
0x00024a37	defaultSession
0x00024b42	session_03
0x00024b4e	extendedDiagnosticSession
0x00024b6e	service_22_p4_max_00
0x00024ce1	session_02
0x00024ced	programmingSession
0x00024d06	service_22_p4_max_01
0x00024d69	nrc_13
0x00024d71	incorrectMessageLengthOrInvalidFormat
0x00024daf	nrc_22
0x00024db7	conditionsNotCorrect
0x00024de4	nrc_31
0x00024dec	requestOutOfRange
0x00024e16	nrc_33
0x00024e1e	securityAccessDenied
0x00024e4d	service_22
0x00024e59	ReadDataByIdentifier
0x00024eee	Vector
0x00024ef6	did_f17c_subfield_1_data_def_enum_1
0x00024f28	did_f17c_subfield_1_data_def
0x00024f53	did_F17C_subfield_1
0x00024f68	NOS Bootloader Generation Tool Supplier
0x00024faf	did_f17c_subfield_2_data_def
0x00024fda	did_F17C_subfield_2
